@RELATION 6000 
  
@ATTRIBUTE appCatergry  {social_contact,navigation,message,game}  
@ATTRIBUTE time   numeric  
@ATTRIBUTE latitude  numeric  
@ATTRIBUTE longitude   numeric 
@ATTRIBUTE permission   {location,contact,phone,microphone} 
@ATTRIBUTE class {true,false}  

@DATA
social_contact,24,38.62,108.44,contact,true
game,20,37.28,105.87,contact,false
game,13,37.71,105.31,phone,true
game,17,38.73,108.43,location,true
social_contact,22,39.93,106.77,phone,false
game,18,36.87,105.86,contact,false
message,17,39.61,107.37,location,true
message,18,38.44,109.12,microphone,false
social_contact,20,39.03,105.1,microphone,false
navigation,22,38.2,109.87,microphone,false
social_contact,16,38.6,106.16,contact,true
game,14,37.74,107.56,phone,true
social_contact,18,39.4,105.31,contact,false
navigation,14,37.18,106.73,contact,true
social_contact,18,36.98,108.04,phone,false
message,23,38.88,105.04,contact,false
game,18,39.73,105.48,phone,false
social_contact,18,36.27,106.52,location,false
social_contact,18,39.5,107.88,phone,false
game,15,38.41,109.33,contact,true
game,16,36.17,107.33,microphone,true
navigation,18,38.22,109.6,phone,false
social_contact,21,38.5,107.01,contact,false
navigation,21,38.0,109.25,microphone,false
game,14,37.1,107.03,location,true
social_contact,21,37.72,105.0,contact,false
message,14,39.61,105.53,contact,true
game,21,38.37,108.76,location,false
game,13,39.06,107.11,microphone,true
message,13,36.02,106.13,contact,true
game,12,37.23,105.8,location,true
navigation,19,36.48,108.49,microphone,false
navigation,17,37.09,108.93,location,true
game,18,37.66,106.23,microphone,false
game,12,39.36,109.55,contact,true
navigation,13,37.02,106.45,contact,true
message,13,38.43,106.9,location,true
game,16,36.57,107.23,location,true
navigation,18,36.97,106.74,contact,false
game,23,39.22,109.36,microphone,false
social_contact,14,36.09,109.84,location,true
social_contact,17,38.93,106.76,microphone,true
game,16,37.2,105.85,microphone,true
social_contact,12,36.96,106.69,contact,true
navigation,16,38.87,107.68,location,true
navigation,17,39.66,105.83,location,true
message,18,37.01,106.83,microphone,false
navigation,15,37.3,105.78,location,true
social_contact,18,38.37,108.06,microphone,false
social_contact,14,36.58,105.97,contact,true
game,22,38.25,109.63,microphone,false
message,17,39.35,105.0,contact,true
message,18,38.09,109.93,phone,false
game,20,37.19,109.87,phone,false
message,13,36.96,105.62,microphone,true
game,14,38.32,105.79,contact,true
social_contact,18,39.31,105.84,phone,false
message,20,39.76,107.27,microphone,false
message,21,37.38,105.42,phone,false
message,21,37.86,109.54,contact,false
social_contact,19,39.91,108.75,location,false
message,17,36.58,105.45,contact,true
game,20,39.28,107.13,microphone,false
social_contact,16,36.71,105.55,microphone,true
game,19,37.6,108.51,location,false
social_contact,19,36.49,109.73,phone,false
game,16,38.4,106.08,phone,true
game,21,38.64,106.73,microphone,false
navigation,14,37.08,107.3,microphone,true
game,13,36.32,106.42,location,true
game,15,37.1,105.95,phone,true
social_contact,18,38.62,109.88,phone,false
navigation,15,37.95,105.33,location,true
message,22,38.45,108.5,location,false
social_contact,23,38.32,107.45,microphone,false
game,24,37.55,109.11,microphone,true
navigation,17,37.01,109.29,microphone,true
game,15,37.19,108.37,microphone,true
social_contact,17,38.51,108.67,contact,true
navigation,21,36.14,105.8,microphone,false
message,13,36.85,109.52,microphone,true
navigation,18,36.87,108.77,microphone,false
game,19,37.85,107.75,phone,false
game,21,37.63,105.21,location,false
navigation,13,39.21,108.75,microphone,true
social_contact,13,37.16,108.37,contact,true
social_contact,18,37.17,109.75,contact,false
social_contact,16,39.28,105.55,microphone,true
message,13,38.32,105.84,phone,true
navigation,13,38.87,107.8,contact,true
navigation,19,36.41,105.31,microphone,false
game,17,37.17,107.35,phone,true
game,17,38.62,108.2,contact,true
social_contact,24,37.01,108.12,phone,true
navigation,17,38.38,106.9,phone,true
game,15,38.85,106.0,location,true
navigation,12,38.84,105.53,contact,true
social_contact,18,38.78,108.98,location,false
navigation,16,36.21,106.67,contact,true
message,14,38.65,107.79,microphone,true
message,20,37.44,106.34,phone,false
navigation,17,38.1,106.19,location,true
social_contact,18,36.8,107.66,microphone,false
message,13,39.1,106.75,microphone,true
navigation,22,38.55,107.86,contact,false
navigation,12,37.09,107.25,location,true
message,19,39.06,106.6,microphone,false
social_contact,14,36.72,105.77,microphone,true
message,22,37.72,105.73,location,false
game,13,37.87,107.9,contact,true
navigation,21,38.43,109.35,location,false
social_contact,15,38.01,107.91,contact,true
message,16,36.89,106.53,phone,true
game,23,39.43,109.08,contact,false
social_contact,13,38.2,107.38,phone,true
game,16,36.41,106.34,microphone,true
message,15,37.69,108.89,contact,true
game,16,36.88,107.27,contact,true
social_contact,20,36.28,107.29,contact,false
game,17,39.32,109.9,microphone,true
game,16,38.35,106.78,phone,true
social_contact,12,39.52,105.61,phone,true
navigation,17,38.04,107.2,phone,true
navigation,24,37.34,106.69,contact,true
game,15,38.04,107.95,location,true
message,13,36.0,105.73,microphone,true
social_contact,14,36.23,107.9,location,true
social_contact,13,37.06,108.75,contact,true
navigation,13,38.91,109.04,phone,true
message,22,39.12,106.27,microphone,false
navigation,21,36.67,106.63,contact,false
message,17,39.56,109.63,location,true
message,18,39.3,107.79,contact,false
navigation,24,36.3,107.26,contact,true
game,15,39.55,107.41,location,true
social_contact,20,38.23,106.4,contact,false
message,13,39.34,108.51,microphone,true
game,16,39.89,107.3,phone,true
social_contact,21,38.23,108.2,microphone,false
game,18,39.86,105.6,contact,false
social_contact,16,37.36,108.57,location,true
message,22,36.74,108.16,contact,false
game,13,38.78,106.86,phone,true
game,13,38.06,108.76,contact,true
message,24,39.41,109.35,phone,true
game,13,38.74,108.2,phone,true
social_contact,22,37.66,105.33,phone,false
message,17,36.9,107.25,microphone,true
message,24,37.12,106.6,phone,true
message,15,39.01,109.88,phone,true
game,13,36.65,105.91,location,true
social_contact,22,38.7,105.62,microphone,false
social_contact,22,39.02,106.14,location,false
game,22,37.6,106.51,contact,false
message,13,36.9,108.63,location,true
game,21,37.91,108.44,phone,false
game,22,36.58,107.13,phone,false
social_contact,14,37.03,105.69,contact,true
navigation,18,36.27,107.91,location,false
message,15,37.06,108.82,microphone,true
game,23,37.95,108.31,contact,false
game,19,36.25,105.12,microphone,false
game,16,36.94,105.06,microphone,true
game,18,38.37,106.14,contact,false
message,20,36.82,105.02,location,false
social_contact,13,36.86,105.55,phone,true
game,12,37.08,108.69,contact,true
social_contact,24,39.0,109.56,microphone,true
navigation,18,37.3,105.84,microphone,false
game,16,39.5,106.25,location,true
social_contact,12,36.98,107.92,microphone,true
navigation,13,37.43,105.51,microphone,true
navigation,19,39.41,105.57,phone,false
social_contact,18,36.02,106.01,phone,false
social_contact,16,36.47,108.06,contact,true
navigation,19,37.6,106.73,contact,false
navigation,15,37.09,105.67,location,true
navigation,24,37.45,109.5,contact,true
game,23,39.29,108.65,microphone,false
navigation,12,39.04,109.31,contact,true
game,23,38.87,108.6,phone,false
social_contact,14,38.34,105.45,location,true
game,18,39.79,109.77,phone,false
navigation,17,36.07,107.91,phone,true
navigation,22,37.04,106.74,microphone,false
navigation,16,36.81,108.89,contact,true
navigation,18,38.52,106.92,phone,false
navigation,17,38.36,108.18,phone,true
social_contact,23,36.7,108.21,microphone,false
navigation,15,36.11,107.69,microphone,true
social_contact,23,39.54,109.35,phone,false
social_contact,13,37.71,106.46,contact,true
navigation,14,36.9,106.24,phone,true
message,17,39.22,107.74,location,true
navigation,19,39.67,106.3,phone,false
navigation,20,39.63,106.27,microphone,false
game,20,37.35,108.83,location,false
navigation,24,36.6,107.44,phone,true
message,14,39.29,109.54,phone,true
game,24,37.18,107.64,location,true
game,21,36.53,109.33,microphone,false
game,17,36.28,109.14,location,true
game,12,36.66,108.77,location,true
social_contact,13,36.24,108.44,contact,true
navigation,14,38.54,109.41,contact,true
game,21,39.81,106.49,phone,false
social_contact,21,39.18,108.17,location,false
social_contact,16,39.18,107.95,contact,true
navigation,12,37.16,105.24,location,true
navigation,13,36.15,106.96,location,true
message,24,38.38,107.3,contact,true
message,16,39.91,105.86,contact,true
navigation,16,38.58,106.06,location,true
message,13,39.59,108.68,location,true
message,21,36.94,106.02,location,false
message,16,38.64,108.66,location,true
message,16,36.33,109.29,phone,true
game,20,38.58,105.66,location,false
navigation,16,36.62,107.69,contact,true
navigation,22,37.32,106.48,contact,false
navigation,18,38.71,106.64,contact,false
message,19,37.07,109.78,location,false
message,19,37.42,105.1,microphone,false
navigation,22,39.55,106.43,microphone,false
navigation,20,39.14,107.59,phone,false
social_contact,14,36.68,107.31,phone,true
game,17,37.55,109.81,location,true
navigation,20,37.04,108.19,microphone,false
game,15,37.44,107.22,contact,true
message,21,39.83,107.05,location,false
navigation,19,37.06,108.69,microphone,false
navigation,14,37.37,107.49,phone,true
message,13,38.53,108.48,phone,true
message,12,38.82,109.31,location,true
navigation,13,37.42,108.45,location,true
message,17,39.46,107.31,microphone,true
message,20,37.75,109.14,phone,false
message,12,38.67,105.22,location,true
game,12,38.06,108.7,microphone,true
navigation,24,37.06,105.98,contact,true
social_contact,21,38.43,106.23,phone,false
message,22,36.13,109.11,phone,false
navigation,17,39.94,105.65,contact,true
game,15,39.29,106.75,contact,true
message,21,36.23,108.05,microphone,false
social_contact,19,37.56,109.97,contact,false
message,23,38.84,109.75,microphone,false
message,21,37.53,109.56,phone,false
navigation,16,38.1,106.65,contact,true
social_contact,13,39.58,105.48,location,true
navigation,14,36.97,107.84,microphone,true
social_contact,18,38.11,108.06,phone,false
social_contact,22,38.02,105.6,phone,false
social_contact,19,37.26,105.76,location,false
social_contact,15,37.06,108.31,phone,true
message,14,36.93,109.44,location,true
game,20,37.58,108.14,phone,false
navigation,16,36.23,108.73,phone,true
message,22,37.82,109.09,contact,false
social_contact,19,37.59,109.63,location,false
game,15,38.25,107.63,phone,true
social_contact,22,39.4,108.69,phone,false
navigation,12,38.63,109.68,location,true
social_contact,14,36.3,106.47,phone,true
navigation,19,38.82,108.14,location,false
social_contact,17,36.61,108.44,contact,true
navigation,23,39.19,108.19,phone,false
message,14,36.99,106.14,contact,true
message,13,36.73,107.81,phone,true
navigation,20,39.42,108.68,location,false
social_contact,16,38.98,106.99,location,true
social_contact,15,39.41,105.19,location,true
navigation,18,39.36,109.86,contact,false
social_contact,20,39.95,106.92,microphone,false
message,20,37.31,105.48,microphone,false
game,18,36.5,105.19,contact,false
game,23,39.69,109.5,microphone,false
navigation,13,39.38,108.42,phone,true
game,21,37.13,109.7,phone,false
navigation,24,38.49,109.42,microphone,true
navigation,12,38.05,109.62,microphone,true
message,22,37.22,105.53,microphone,false
navigation,20,37.88,106.74,location,false
social_contact,15,38.92,107.19,phone,true
message,17,39.02,107.25,location,true
social_contact,16,36.11,108.38,microphone,true
message,13,38.27,106.18,location,true
message,18,36.7,108.35,location,false
game,19,39.7,109.52,microphone,false
social_contact,12,39.32,105.03,location,true
game,16,36.01,105.1,microphone,true
message,22,36.81,109.64,phone,false
game,20,37.11,108.05,phone,false
game,21,39.83,105.84,location,false
social_contact,15,39.7,108.07,phone,true
message,22,38.95,106.89,location,false
message,21,38.57,105.1,location,false
game,13,36.21,107.14,contact,true
game,17,38.51,107.74,microphone,true
message,19,36.79,108.89,contact,false
navigation,20,37.19,106.92,microphone,false
message,17,38.56,109.49,contact,true
navigation,18,37.52,107.18,microphone,false
game,15,38.54,109.05,phone,true
social_contact,16,39.95,106.1,phone,true
message,12,36.25,105.34,contact,true
social_contact,14,38.12,106.13,contact,true
navigation,20,37.6,109.38,microphone,false
social_contact,13,38.18,108.0,contact,true
message,21,37.02,105.68,microphone,false
social_contact,22,39.88,107.47,location,false
message,19,37.34,108.89,microphone,false
navigation,20,39.32,107.83,contact,false
game,14,37.79,108.7,microphone,true
social_contact,12,38.7,105.31,phone,true
social_contact,20,38.69,109.25,location,false
navigation,18,38.42,108.35,phone,false
navigation,22,38.26,108.91,phone,false
message,16,37.56,105.48,location,true
navigation,24,38.59,109.47,microphone,true
game,12,38.51,108.04,location,true
game,20,39.5,108.1,microphone,false
navigation,14,37.72,105.13,location,true
social_contact,22,38.03,108.52,location,false
navigation,14,38.23,108.83,phone,true
navigation,18,36.05,105.95,phone,false
message,14,37.18,108.22,microphone,true
social_contact,21,39.04,107.3,contact,false
game,15,38.28,107.59,contact,true
message,12,39.9,105.56,location,true
message,12,38.71,105.97,contact,true
game,19,39.53,106.43,contact,false
message,13,37.32,106.98,phone,true
social_contact,20,38.54,109.7,location,false
social_contact,18,37.92,108.81,contact,false
navigation,13,39.29,105.76,location,true
navigation,17,38.01,108.36,contact,true
game,24,36.43,105.97,location,true
game,15,36.98,107.25,phone,true
game,14,39.8,105.74,microphone,true
navigation,13,37.33,106.99,contact,true
message,14,39.9,105.81,contact,true
game,18,38.49,108.8,location,false
message,19,38.94,109.31,microphone,false
navigation,22,37.03,106.2,microphone,false
message,23,36.47,105.26,phone,false
message,17,39.7,106.63,microphone,true
message,21,36.65,106.41,microphone,false
message,12,39.14,109.84,contact,true
navigation,15,39.71,108.09,location,true
game,12,38.35,105.3,location,true
message,15,39.11,105.68,microphone,true
navigation,16,37.02,106.07,location,true
navigation,21,39.28,105.57,phone,false
social_contact,13,39.38,107.34,phone,true
game,20,37.24,108.93,location,false
message,23,39.67,107.52,contact,false
message,12,37.27,107.37,location,true
game,13,36.59,105.18,location,true
game,13,36.39,105.08,location,true
social_contact,15,39.6,109.95,location,true
navigation,16,37.21,109.77,microphone,true
message,16,36.5,109.6,contact,true
game,12,39.54,107.26,contact,true
social_contact,22,37.56,108.86,microphone,false
game,22,37.5,107.78,phone,false
navigation,16,37.65,108.3,location,true
game,18,38.4,106.51,microphone,false
game,22,37.1,106.23,location,false
social_contact,18,36.8,106.13,location,false
social_contact,13,36.56,107.81,contact,true
navigation,13,36.92,108.87,location,true
social_contact,21,36.57,109.79,location,false
navigation,23,38.78,107.42,microphone,false
social_contact,15,39.59,105.28,location,true
message,17,38.44,109.0,location,true
game,19,39.03,106.08,microphone,false
message,14,39.04,108.83,contact,true
message,13,36.34,107.06,location,true
message,21,39.92,106.91,contact,false
social_contact,19,39.69,106.94,location,false
navigation,15,37.63,107.83,location,true
message,14,39.53,108.42,location,true
game,20,37.11,108.44,microphone,false
message,13,37.92,109.14,contact,true
message,15,39.33,107.42,location,true
message,14,37.47,107.62,phone,true
navigation,21,38.51,106.07,phone,false
game,12,37.55,109.78,location,true
social_contact,22,38.92,106.72,contact,false
social_contact,24,36.62,108.05,microphone,true
navigation,14,38.51,107.21,location,true
message,24,39.13,107.45,contact,true
navigation,13,37.17,107.39,contact,true
message,15,39.45,106.55,phone,true
navigation,13,36.52,105.26,location,true
social_contact,12,38.53,106.92,location,true
social_contact,12,38.67,109.34,phone,true
message,22,36.72,105.24,microphone,false
game,21,37.78,107.64,phone,false
message,16,39.73,108.19,location,true
message,22,37.23,109.1,microphone,false
game,15,39.17,107.95,phone,true
navigation,24,39.43,108.67,phone,true
message,18,38.45,108.02,contact,false
message,20,39.17,106.42,microphone,false
game,16,37.55,105.84,contact,true
navigation,13,36.77,105.0,location,true
message,13,38.16,109.05,microphone,true
social_contact,15,37.41,108.34,phone,true
social_contact,13,37.93,105.07,microphone,true
message,21,39.18,109.77,phone,false
social_contact,21,37.03,106.06,location,false
message,15,38.24,108.64,contact,true
navigation,22,38.46,106.35,microphone,false
message,17,37.22,109.65,contact,true
social_contact,14,39.82,105.35,contact,true
game,13,38.11,107.65,location,true
game,21,37.2,109.07,contact,false
navigation,24,38.88,109.48,location,true
message,21,36.6,109.82,phone,false
message,17,37.11,109.39,microphone,true
social_contact,21,37.52,108.94,contact,false
message,14,37.27,107.74,phone,true
navigation,24,36.78,107.6,microphone,true
message,14,39.34,106.28,phone,true
game,13,37.71,106.4,microphone,true
navigation,13,37.8,105.86,phone,true
game,21,37.74,106.68,location,false
game,19,36.34,109.88,location,false
game,19,39.33,108.36,phone,false
game,19,36.67,107.29,location,false
social_contact,21,39.31,108.8,microphone,false
social_contact,19,39.92,106.34,microphone,false
message,18,36.95,105.9,location,false
message,14,36.14,107.66,contact,true
message,14,37.82,109.94,contact,true
navigation,16,39.51,107.33,location,true
navigation,19,39.22,107.65,contact,false
navigation,19,39.74,109.39,microphone,false
social_contact,23,38.99,105.8,location,false
navigation,21,39.36,107.79,microphone,false
navigation,22,38.93,108.83,location,false
navigation,18,37.33,108.27,microphone,false
navigation,23,39.89,109.53,microphone,false
social_contact,19,36.96,108.08,phone,false
navigation,16,38.85,106.21,location,true
social_contact,12,39.67,109.6,location,true
game,21,39.41,107.86,location,false
message,14,36.42,105.03,microphone,true
navigation,21,39.54,106.48,contact,false
navigation,14,39.64,106.69,location,true
social_contact,13,37.98,107.24,phone,true
game,21,38.25,106.07,contact,false
navigation,17,36.76,109.53,microphone,true
message,13,38.12,107.77,phone,true
game,21,37.52,105.78,location,false
navigation,12,39.17,106.81,location,true
game,24,39.58,108.34,microphone,true
social_contact,18,37.47,107.1,microphone,false
social_contact,22,36.69,109.77,microphone,false
social_contact,12,38.73,105.98,phone,true
game,15,37.62,109.01,location,true
game,16,39.44,108.91,contact,true
social_contact,23,39.48,105.2,microphone,false
navigation,17,39.17,109.07,phone,true
navigation,14,38.71,105.47,location,true
game,17,37.04,106.63,contact,true
social_contact,16,39.74,109.9,phone,true
social_contact,14,39.12,107.8,contact,true
game,17,38.8,109.37,microphone,true
message,19,37.01,105.3,contact,false
social_contact,24,36.89,107.85,contact,true
navigation,19,36.74,105.96,contact,false
navigation,20,39.32,106.36,phone,false
navigation,19,39.84,105.13,microphone,false
navigation,15,36.62,109.83,contact,true
message,24,36.97,107.25,microphone,true
navigation,14,37.14,105.38,contact,true
message,20,39.04,106.79,contact,false
game,13,37.77,105.88,phone,true
navigation,18,38.49,108.69,contact,false
message,17,39.08,105.05,microphone,true
message,22,36.18,107.69,phone,false
navigation,24,36.67,106.5,contact,true
navigation,22,37.2,109.53,contact,false
social_contact,14,38.58,105.44,contact,true
social_contact,15,37.99,109.24,phone,true
message,21,38.91,105.43,microphone,false
social_contact,13,37.88,108.11,location,true
message,23,36.43,105.37,location,false
social_contact,18,39.54,107.78,location,false
game,12,39.3,108.5,microphone,true
message,19,39.96,109.17,phone,false
navigation,12,37.09,107.48,location,true
social_contact,18,36.68,106.69,location,false
game,17,37.68,107.94,contact,true
social_contact,19,39.24,107.86,location,false
navigation,16,36.8,105.56,location,true
message,22,39.11,107.47,phone,false
message,15,39.22,109.4,microphone,true
social_contact,21,38.76,105.22,phone,false
game,14,36.3,106.91,location,true
navigation,21,38.05,107.73,location,false
message,14,38.71,108.76,location,true
game,12,39.9,107.69,contact,true
navigation,17,36.09,106.65,phone,true
social_contact,23,38.05,107.66,microphone,false
social_contact,21,39.39,107.16,microphone,false
social_contact,17,38.59,107.66,phone,true
message,15,37.89,107.21,location,true
message,12,37.84,109.46,contact,true
navigation,14,39.99,105.41,location,true
navigation,12,38.61,106.6,phone,true
social_contact,17,37.65,105.05,contact,true
navigation,12,38.61,108.58,location,true
message,24,37.63,109.34,phone,true
social_contact,18,36.85,109.82,location,false
message,15,36.67,107.9,location,true
navigation,12,37.01,106.75,phone,true
social_contact,13,39.62,108.25,contact,true
navigation,20,37.93,108.33,microphone,false
navigation,15,37.48,105.0,location,true
social_contact,19,39.45,107.61,location,false
game,22,37.84,109.42,phone,false
message,17,39.66,108.18,phone,true
navigation,18,39.97,107.78,location,false
navigation,20,37.5,109.93,contact,false
message,17,38.76,109.03,location,true
message,21,38.37,106.57,contact,false
navigation,15,36.14,106.54,location,true
game,12,36.8,105.72,phone,true
social_contact,17,37.04,106.75,phone,true
social_contact,18,37.44,107.28,location,false
message,12,36.44,108.15,phone,true
game,13,38.98,108.85,phone,true
navigation,23,36.46,108.78,microphone,false
game,18,39.83,105.25,microphone,false
social_contact,14,39.66,107.73,microphone,true
message,17,38.76,105.86,microphone,true
navigation,16,38.76,106.21,location,true
social_contact,13,39.0,107.32,phone,true
navigation,13,36.95,106.94,location,true
navigation,16,36.18,108.82,phone,true
message,18,38.99,106.67,microphone,false
navigation,17,36.6,105.19,contact,true
navigation,16,38.29,109.19,contact,true
navigation,12,37.11,105.44,location,true
social_contact,12,37.95,106.34,phone,true
navigation,21,37.84,107.1,microphone,false
navigation,21,36.44,109.38,microphone,false
game,14,36.43,107.99,location,true
message,12,37.98,106.42,phone,true
message,16,36.11,108.1,phone,true
social_contact,13,36.03,108.88,microphone,true
navigation,15,37.72,108.38,location,true
message,21,39.62,105.88,microphone,false
social_contact,21,39.23,109.76,microphone,false
game,19,39.02,108.45,location,false
navigation,22,36.26,109.34,contact,false
social_contact,21,38.89,108.06,contact,false
game,12,39.45,106.38,phone,true
social_contact,20,38.37,108.04,contact,false
navigation,20,36.37,105.71,contact,false
message,20,37.98,106.71,location,false
social_contact,14,39.68,105.63,contact,true
game,23,36.58,105.75,location,false
social_contact,21,36.52,109.32,microphone,false
social_contact,15,37.37,106.56,phone,true
navigation,20,39.13,107.01,location,false
social_contact,24,38.39,105.02,location,true
social_contact,22,38.32,107.52,microphone,false
message,22,36.46,109.95,microphone,false
message,15,36.16,105.64,microphone,true
navigation,22,37.98,109.09,phone,false
social_contact,21,38.03,109.45,location,false
game,19,37.86,105.21,contact,false
game,12,38.24,107.77,phone,true
game,20,36.06,109.21,location,false
message,17,39.95,109.65,microphone,true
social_contact,12,38.38,108.98,phone,true
navigation,12,39.2,109.91,phone,true
social_contact,19,38.79,109.71,microphone,false
game,21,36.05,106.82,contact,false
game,12,38.02,109.31,location,true
game,20,37.03,106.5,location,false
social_contact,15,39.08,109.02,location,true
game,12,38.03,106.44,phone,true
message,14,36.93,107.77,phone,true
message,14,38.3,106.56,location,true
social_contact,13,36.12,106.9,phone,true
message,14,38.42,106.18,phone,true
game,15,37.48,109.83,location,true
game,17,37.12,105.84,microphone,true
game,12,39.83,107.19,microphone,true
game,14,39.22,107.96,phone,true
game,13,38.74,106.4,location,true
game,22,37.99,108.16,phone,false
message,14,37.56,108.95,microphone,true
game,22,39.1,106.64,microphone,false
message,16,36.38,106.87,phone,true
game,20,37.66,109.13,microphone,false
game,13,36.32,109.59,phone,true
message,22,38.33,107.95,microphone,false
navigation,19,36.38,108.35,contact,false
social_contact,12,39.88,105.46,phone,true
game,22,39.35,106.62,contact,false
game,23,37.97,106.91,location,false
game,24,37.67,108.09,contact,true
game,13,38.71,107.95,location,true
social_contact,18,39.06,108.93,contact,false
game,12,37.44,105.94,microphone,true
game,19,37.43,108.62,phone,false
game,23,38.15,105.2,microphone,false
social_contact,22,38.77,108.01,microphone,false
game,21,39.14,109.89,phone,false
game,16,36.34,109.01,location,true
social_contact,21,36.3,109.53,location,false
game,13,36.15,109.98,location,true
social_contact,13,39.0,105.53,location,true
message,19,37.34,107.72,contact,false
social_contact,13,39.58,109.49,contact,true
message,24,36.05,109.38,microphone,true
social_contact,15,39.12,105.2,microphone,true
social_contact,23,39.86,106.69,phone,false
game,15,38.37,107.41,microphone,true
social_contact,17,37.0,105.49,phone,true
message,22,36.78,107.68,phone,false
social_contact,13,37.35,108.85,location,true
game,22,37.97,105.29,microphone,false
social_contact,16,37.08,107.26,contact,true
message,16,38.56,108.23,location,true
game,24,37.44,105.27,phone,true
game,24,37.48,107.3,contact,true
social_contact,16,38.92,108.59,phone,true
message,21,38.22,108.77,phone,false
game,21,37.44,107.8,contact,false
game,19,38.32,105.87,phone,false
message,19,36.28,108.15,location,false
social_contact,22,39.46,107.32,microphone,false
message,12,37.13,106.1,contact,true
game,15,36.76,106.73,phone,true
social_contact,14,36.55,108.1,phone,true
game,22,37.62,107.98,contact,false
message,13,36.04,106.97,location,true
game,20,37.19,105.68,phone,false
social_contact,14,36.21,105.28,phone,true
social_contact,24,38.75,105.41,location,true
message,15,37.19,109.45,phone,true
game,17,36.19,107.42,phone,true
message,15,38.9,107.09,contact,true
navigation,15,37.37,107.68,location,true
message,23,38.75,108.31,microphone,false
social_contact,19,39.7,106.3,phone,false
navigation,17,39.46,106.59,phone,true
message,24,39.95,109.99,location,true
social_contact,18,36.38,106.12,location,false
message,19,37.34,108.03,phone,false
game,21,36.49,107.75,microphone,false
social_contact,13,39.53,105.14,location,true
message,17,38.88,106.31,location,true
game,14,39.59,105.47,location,true
social_contact,18,36.21,106.77,phone,false
social_contact,16,37.26,105.57,phone,true
message,15,38.9,105.02,contact,true
game,15,38.33,108.2,contact,true
game,21,38.31,108.31,phone,false
game,16,39.27,108.18,phone,true
social_contact,13,38.28,106.98,location,true
message,13,39.25,109.64,microphone,true
message,21,38.06,109.5,phone,false
navigation,20,38.88,107.73,location,false
game,13,38.2,107.61,location,true
social_contact,13,38.72,106.03,location,true
navigation,13,39.97,107.5,phone,true
message,17,39.51,107.1,location,true
social_contact,18,38.37,105.66,location,false
social_contact,21,38.84,109.84,location,false
social_contact,21,36.14,109.35,phone,false
message,21,36.47,106.92,phone,false
navigation,19,37.56,107.9,location,false
social_contact,17,37.92,106.34,microphone,true
navigation,14,38.03,109.11,contact,true
social_contact,22,38.79,106.04,contact,false
game,24,37.89,106.93,contact,true
message,20,39.92,106.8,location,false
navigation,21,39.93,105.32,location,false
game,20,37.37,108.83,microphone,false
social_contact,14,39.44,106.66,microphone,true
game,19,38.46,105.02,microphone,false
game,18,37.19,105.41,contact,false
game,16,38.16,107.48,microphone,true
message,20,38.52,108.68,microphone,false
social_contact,14,36.37,106.06,contact,true
social_contact,15,36.78,106.28,contact,true
social_contact,16,39.26,107.21,contact,true
message,20,39.15,107.97,location,false
message,23,39.0,108.05,microphone,false
game,13,37.52,109.03,contact,true
game,15,36.28,107.06,microphone,true
social_contact,16,38.31,106.4,microphone,true
navigation,15,37.94,106.19,microphone,true
social_contact,24,39.53,109.31,location,true
navigation,19,37.53,105.76,phone,false
message,20,39.83,106.21,contact,false
message,20,37.69,108.42,microphone,false
game,16,36.58,108.38,microphone,true
navigation,18,36.33,105.82,phone,false
social_contact,24,38.01,107.73,location,true
navigation,21,36.93,109.71,location,false
game,18,37.68,105.35,phone,false
game,21,36.84,109.87,phone,false
navigation,18,39.5,108.64,location,false
game,13,39.27,106.0,location,true
social_contact,20,39.96,107.22,microphone,false
social_contact,17,39.1,106.64,microphone,true
game,19,39.51,108.57,phone,false
game,15,39.97,106.63,microphone,true
navigation,16,38.08,105.9,phone,true
game,16,39.01,109.38,contact,true
message,20,38.19,109.13,microphone,false
navigation,12,36.74,105.61,microphone,true
game,17,38.83,108.51,contact,true
message,24,39.79,107.98,location,true
navigation,12,36.03,108.53,phone,true
message,20,36.29,106.08,microphone,false
message,22,36.01,108.62,microphone,false
navigation,17,39.5,106.51,phone,true
social_contact,18,39.07,108.18,contact,false
game,16,39.84,108.19,location,true
navigation,19,39.05,108.04,location,false
navigation,16,39.5,109.24,location,true
navigation,19,37.24,108.98,phone,false
message,18,39.09,105.14,location,false
message,15,39.16,109.34,location,true
message,23,36.1,107.69,location,false
navigation,24,38.06,109.48,location,true
message,16,38.08,105.39,contact,true
social_contact,12,39.8,108.44,contact,true
navigation,22,39.49,107.99,location,false
game,20,36.87,106.7,location,false
game,24,39.77,106.3,phone,true
social_contact,16,37.69,107.84,contact,true
game,21,38.86,106.32,contact,false
social_contact,13,39.13,108.33,microphone,true
game,22,36.61,108.72,location,false
message,21,37.57,106.24,phone,false
navigation,24,36.5,108.4,microphone,true
navigation,15,36.74,108.58,phone,true
social_contact,15,36.15,107.72,location,true
message,19,39.63,107.49,microphone,false
message,21,36.52,105.16,microphone,false
navigation,17,39.06,105.2,contact,true
social_contact,24,39.18,107.75,phone,true
message,21,36.36,107.86,phone,false
navigation,20,39.75,105.75,location,false
navigation,20,36.0,108.76,contact,false
game,19,37.25,109.16,location,false
navigation,17,37.82,107.85,contact,true
navigation,19,37.72,107.14,contact,false
